-2.389108598666505046e-01,9.150536682106416020e-01
-2.908284071453746122e-01,8.564471040960841552e-01
2.005795791212667822e-01,-6.686357248510748086e-01
-2.416683613320751434e-01,-9.460110802525649731e-01
-9.287811137308330522e-01,-8.809923026817201297e-02
-9.116573398812364282e-01,2.501309403731308834e-01
9.891628044678517639e-01,-1.370724569185322039e-02
2.591841585865173325e-01,-5.084172343907582547e-01
-4.388237553885123710e-01,5.087885962820315466e-01
8.318780620081509536e-01,1.252406072998333286e-01
7.073247794936579069e-01,9.973789709525311409e-01
-4.989234291749433670e-01,-9.097927165859385212e-01
-7.075271943171812516e-01,9.092916459920981076e-01
-8.701517819450705904e-01,5.337709380374791035e-01
2.383429735317545983e-01,-5.185433452545511468e-01
9.342064943984909053e-01,7.049631129847715449e-01
-5.175242969878632859e-01,4.394509456776019007e-02
-2.292796236125327347e-01,-9.756411913799414304e-01
-1.574145158436817127e-01,2.871193892478935972e-01
-7.994816748738418077e-01,6.155284166235910348e-01
3.664077717762008746e-01,7.026995709658188094e-01
-5.448778875987470016e-01,-3.373322488133589925e-01
-6.698855301150108410e-02,-3.830826940238241107e-01
4.781167275044382325e-01,-3.379795267792371494e-01
8.203982602509765076e-01,-1.519725194543881663e-01
2.505102601371944626e-01,1.799910336171419711e-01
-8.005880783261996037e-01,4.089881008028584120e-01
-4.775570987018622482e-01,8.288735112757035228e-01
-2.924631305440039686e-01,8.325234760735469308e-01
-8.685880362965230361e-01,9.383669537798862148e-01
2.418144719101191775e-01,2.779881426756176666e-01
7.706417704000663171e-01,-7.530176616680390733e-01
5.720331358402714894e-01,-3.343480291939198157e-01
5.345980847250131340e-01,-3.626930930745231318e-01
2.447325447454200553e-01,2.948548656113778588e-01
4.892081714069040910e-01,3.477656770966932598e-01
-3.408391210901571267e-01,-2.583019813836981982e-01
5.847279325293739394e-01,5.559188350745660756e-01
6.942527643340072885e-01,-4.491191340633089446e-01
-4.564507235235335525e-01,-6.267683346532635369e-01
-8.168099721123200929e-02,8.591599893566117530e-01
-3.399525780634047312e-01,-3.006043707962577916e-01
-4.402623194891228664e-01,-6.070163397139416439e-02
7.068942233399864161e-01,-4.294961473037224309e-01
-9.663805838777668189e-01,5.722387131418775752e-01
-6.942732053857116892e-01,6.113928839133584425e-01
-8.569041857794192918e-01,8.395899819737695502e-01
-7.966666236029842363e-01,9.799813185431915930e-01
1.458243120145836791e-01,-8.970729051732144743e-01
9.338603324941052719e-01,6.424129697018332585e-02
-1.311487521425369618e-01,-4.360979049733455515e-01
5.271706644481657378e-01,6.303781734980629103e-02
7.230684884310529803e-01,1.286974667279334739e-01
7.737437543450043087e-01,-2.388276808149063513e-01
-7.737397036412612117e-01,-9.214193534766814686e-01
-6.140245018106063046e-01,-4.974180020238416766e-02
2.170837571431996071e-01,7.442407763740606086e-01
9.498515853328377556e-01,9.619155116008721862e-01
-2.594591815459241779e-01,-8.998891732233076368e-01
2.054998965317496040e-01,4.739274263437232015e-02
2.712843321839313315e-01,-8.368136332256295162e-01
-2.845686378605967182e-01,8.505812877958585094e-01
2.343160924667098133e-01,-3.264191554408670815e-01
1.454474644144350126e-01,-5.672131115400451673e-01
-6.589309113021051267e-01,-2.568218374241544311e-01
7.589551505458702607e-03,-6.182156165946435245e-01
8.420584365071412947e-01,2.504461697607003323e-01
-6.464778541706854842e-01,6.278655644817667802e-01
9.721205044046137278e-01,2.092034766285499892e-01
3.217972498512455815e-01,-9.401552582817633841e-01
-6.813563035039473803e-01,-2.462676653547306582e-01
-8.491865640582805241e-01,-3.332017027411089405e-01
4.673769616772218694e-01,5.468432958447007053e-01
-7.935690076776324986e-02,-1.804240435177422164e-01
-3.670901724930828447e-01,2.741096924300023829e-03
5.922456642316393793e-01,9.078716794869496898e-01
7.327542743622055266e-01,5.004191025201607523e-01
5.991781320106484010e-01,1.491707537065067868e-01
9.018319895401296638e-01,7.449411291995626794e-01
-4.887481346587272402e-01,7.120079045054348299e-01
2.205742733804496591e-01,3.200244228567608040e-01
3.117489179801444799e-01,-8.426810726013098662e-01
-5.999308059454557807e-01,7.557403836870446590e-02
-8.631751776183480551e-01,-9.068022903255179568e-01
-7.772074424041672813e-01,6.644728311261327569e-01
1.630081892992296666e-01,5.437944788943298580e-01
6.406502596456777887e-01,2.437984743874557214e-01
-8.337890743226412660e-01,6.267593364286747626e-01
7.168805106512090575e-01,1.303248608400902064e-01
8.861737781789251756e-01,1.352089908203124580e-01
7.631493460645835114e-01,4.955600010742253758e-01
-5.638378763969309482e-02,-3.209226398642961442e-01
6.492548381257579049e-01,4.310380337199388734e-01
-5.984438269382976738e-01,5.389226590972011621e-01
9.649487338235187561e-01,3.621747305775793180e-01
1.479340445191046349e-02,4.596815959144668895e-01
9.501819854185407088e-01,3.204808332345752131e-01
-1.437734923638835927e-01,-3.804432245247795219e-01
9.294389814888242007e-01,-5.667786028119334851e-01
9.199436900509057047e-01,1.156491091770384116e-02
